ref_id; pt1x; pt1y; query_id; pt2x; pt2y
2020_PS162_P4_b_CR.tif;98;184;2020_PS162_P4_c_EH.TIF;69;313
2020_PS162_P4_b_CR.tif;279;172;2020_PS162_P4_c_EH.TIF;220;326
2020_PS162_P4_b_CR.tif;196;358;2020_PS162_P4_c_EH.TIF;288;349
2020_PS162_P4_b_CR.tif;270;122;2020_PS162_P4_c_EH.TIF;199;397
2020_PS162_P4_b_CR.tif;307;172;2020_PS162_P4_c_EH.TIF;320;376
2020_PS162_P4_b_CR.tif;233;376;2020_PS162_P4_c_EH.TIF;233;352
2020_PS162_P4_b_CR.tif;277;318;2020_PS162_P4_c_EH.TIF;228;369
2020_PS162_P4_b_CR.tif;108;189;2020_PS162_P4_c_EH.TIF;187;320
2020_PS162_P4_b_CR.tif;287;108;2020_PS162_P4_c_EH.TIF;250;340
2020_PS162_P4_b_CR.tif;191;346;2020_PS162_P4_c_EH.TIF;98;299
2020_PS162_P4_b_CR.tif;291;390;2020_PS162_P4_c_EH.TIF;161;434
2020_PS162_P4_b_CR.tif;224;398;2020_PS162_P4_c_EH.TIF;218;107
2020_PS162_P4_b_CR.tif;234;412;2020_PS162_P4_c_EH.TIF;201;267
2020_PS162_P4_b_CR.tif;231;317;2020_PS162_P4_c_EH.TIF;326;174
2020_PS162_P4_b_CR.tif;146;166;2020_PS162_P4_c_EH.TIF;152;195
2020_PS162_P4_b_CR.tif;245;43;2020_PS162_P4_c_EH.TIF;363;325
2020_PS162_P4_b_CR.tif;322;169;2020_PS162_P4_c_EH.TIF;88;167
2020_PS162_P4_b_CR.tif;300;144;2020_PS162_P4_c_EH.TIF;246;325
2020_PS162_P4_b_CR.tif;218;58;2020_PS162_P4_c_EH.TIF;281;215
2020_PS162_P4_b_CR.tif;33;263;2020_PS162_P4_c_EH.TIF;35;242
2020_PS162_P4_b_CR.tif;338;345;2020_PS162_P4_c_EH.TIF;294;193
2020_PS162_P4_b_CR.tif;148;277;2020_PS162_P4_c_EH.TIF;197;387
2020_PS162_P4_b_CR.tif;284;185;2020_PS162_P4_c_EH.TIF;204;116
2020_PS162_P4_b_CR.tif;194;219;2020_PS162_P4_c_EH.TIF;275;326
2020_PS162_P4_b_CR.tif;282;421;2020_PS162_P4_c_EH.TIF;309;243
2020_PS162_P4_b_CR.tif;188;161;2020_PS162_P4_c_EH.TIF;235;423
2020_PS162_P4_b_CR.tif;220;309;2020_PS162_P4_c_EH.TIF;163;179
2020_PS162_P4_b_CR.tif;284;185;2020_PS162_P4_c_EH.TIF;355;344
2020_PS162_P4_b_CR.tif;354;320;2020_PS162_P4_c_EH.TIF;205;71
2020_PS162_P4_b_CR.tif;277;127;2020_PS162_P4_c_EH.TIF;59;169
2020_PS162_P4_b_CR.tif;340;189;2020_PS162_P4_c_EH.TIF;139;57
2020_PS162_P4_b_CR.tif;276;400;2020_PS162_P4_c_EH.TIF;254;427
2020_PS162_P4_b_CR.tif;234;406;2020_PS162_P4_c_EH.TIF;353;308
2020_PS162_P4_b_CR.tif;55;189;2020_PS162_P4_c_EH.TIF;109;449
2020_PS162_P4_b_CR.tif;347;282;2020_PS162_P4_c_EH.TIF;281;111
2020_PS162_P4_b_CR.tif;274;65;2020_PS162_P4_c_EH.TIF;83;413
